,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
121,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_infnl43,Functioning CXCR4 helps infection of pseudovirus with HIV (NL43) env which will activate luciferase reporter.,urn:mavedb:00000048-c-1@cxcr4_chabot_infnl43,Low,Only one of the assay involves in pathogen infection through the target protein.,
116,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_lav,Functioning CXCR4 binds to HIV (LAV) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-c-1@cxcr4_chabot_lav,Low,Only one of the assay involves in pathogen infection through the target protein.,
118,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_chabot_sf2,Functioning CXCR4 binds to HIV (SF2) env and cause fusion of cells. Scores are measured by a fusion assay and normalized by CXCR4 expression.,urn:mavedb:00000048-c-1@cxcr4_chabot_sf2,Low,Only one of the assay involves in pathogen infection through the target protein.,
130,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_exp44717,CXCR4 surface expression measured by antibody 44717.111.,urn:mavedb:00000048-c-1@cxcr4_lin_exp44717,High,Assays select on similar specific protein property.,
135,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_exp6h8,CXCR4 surface expression measured by antibody 6H8.,urn:mavedb:00000048-c-1@cxcr4_lin_exp6h8,High,Assays select on similar specific protein property.,
134,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_rodb-cd4,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-c-1@cxcr4_lin_rodb-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
133,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_rodb-pc,Functioning CXCR4 binds to HIV (ROD/B) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-c-1@cxcr4_lin_rodb-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
132,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_vcp-cd4,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy. Experiment is done with CD4 supplemented.,urn:mavedb:00000048-c-1@cxcr4_lin_vcp-cd4,Low,Only one of the assay involves in pathogen infection through the target protein.,
131,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_lin_vcp-pc,Functioning CXCR4 binds to HIV (VCP) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-c-1@cxcr4_lin_vcp-pc,Low,Only one of the assay involves in pathogen infection through the target protein.,
136,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_peng_exp,CXCR4 surface expression measured by antibody 2B11.,urn:mavedb:00000048-c-1@cxcr4_peng_exp,High,Assays select on similar specific protein property.,
126,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_tian_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-c-1@cxcr4_tian_896,Low,Only one of the assay involves in pathogen infection through the target protein.,
128,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_tian_896ecl2,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells.,urn:mavedb:00000048-c-1@cxcr4_tian_896ecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
124,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_tian_exp,CXCR4 surface expression measured by 12G5 and 44708.111 (one residue).,urn:mavedb:00000048-c-1@cxcr4_tian_exp,High,Assays select on similar specific protein property.,
127,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_tian_iiibecl2,Functioning CXCR4 binds to HIV (IIIB) env and cause fusion of cells.,urn:mavedb:00000048-c-1@cxcr4_tian_iiibecl2,Low,Only one of the assay involves in pathogen infection through the target protein.,
125,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_tian_sdf1a,Functioning CXCR4 binds to its natrual ligand SDF-1-alpha (CXCL12) releasing calcium which is measured.,urn:mavedb:00000048-c-1@cxcr4_tian_sdf1a,Medium,Assays select on different yet specific protein properties.,
129,urn:mavedb:00000048-c-1,CXCR4,P61073,CXCR4-12g5-bind,0,"It is the receptor of CXCL12/SDF-1 which further activates downwards MAPK1/3 or cause calcium levels change. It is also a receptor/coreceptor of HIV, with multiple other functions.",Functioning CXCR4 binds to antibody 12G5 (which was also used to indicate CXCR4 surface expression in previous studies) and cells are sorted by FACS.,cxcr4_trent_896,Functioning CXCR4 binds to HIV (89.6) env and cause fusion of cells which is measured by luciferase assasy.,urn:mavedb:00000048-c-1@cxcr4_trent_896,Low,Only one of the assay involves in pathogen infection through the target protein.,Result contains extremely high value.
432,urn:mavedb:00000062-b-1,CYP2C19,P33261,CYP2C19-VAMP_Seq,8,,VAMP-seq like.,,,urn:mavedb:00000062-b-1@nan,,,
431,urn:mavedb:00000062-a-1,CYP2C9,P11712,CYP2C9-VAMP_Seq,2,,VAMP-seq like.,,,urn:mavedb:00000062-a-1@nan,,,
448,urn:mavedb:00000077-a-1,Cohesin-Cc,Q06851,Cohesin-Cc-dockerin_binding,178,Cohesin (Cc) domain naturally binds to dockerin domain and their interaction is crucial for normal cell function.,"In the yeast surface display set up, functioning cohesin (Cc) binds to dockerin which is tagged with fluorophore. Affinity is determined by FACS.",,,urn:mavedb:00000077-a-1@nan,,,
449,urn:mavedb:00000077-b-1,Cohesin-Ct,B8I7V0,Cohesin-Ct-dockerin_binding,275,Cohesin (Ct) domain naturally binds to dockerin domain and their interaction is crucial for normal cell function.,"In the yeast surface display set up, functioning cohesin (Ct) binds to dockerin which is tagged with fluorophore. Affinity is determined by FACS.",,,urn:mavedb:00000077-b-1@nan,,,
224,urn:mavedb:00000063-a-1,DHFR,P0ABQ4,DHFR-with_lon,0,DHFR is a key enzyme which is essential for bacteria survival. It is supervised by lon which is a major component of protein quality control that can degrade unstable DHFR variants.,Functioning DHFR is essential for cell growth. Lon can degrade less stable DHFR.,,,urn:mavedb:00000063-a-1@nan,,,
225,urn:mavedb:00000063-b-1,DHFR,P0ABQ4,DHFR-without_lon,0,DHFR is a key enzyme which is essential for bacteria survival. It is supervised by lon which is a major component of protein quality control that can degrade unstable DHFR variants.,Functioning DHFR is essential for cell growth.,,,urn:mavedb:00000063-b-1@nan,,,
426,urn:mavedb:00000053-a-2,DLG4,P78352,DLG4-CRIPT,309,DLG4 also known as PSD95 is a scaffolding protein which contains PDZ domain that binds to its natural ligands like CRIPT.,"PDZ and the derived natural ligand peptide from CRIPT are fused with components that are essential for transcription. Functioning PDZ will bind to target peptide ligand and start the transcription of a resistance gene, allowing bacteria survival under antibiotic condition.",,,urn:mavedb:00000053-a-2@nan,,,
454,urn:mavedb:00000090-a-1,Dlg4,P31016,Dlg4-CRIPT,310,Dlg4 also known as PSD95 is a scaffolding protein which contains PDZ domain that binds to its natural ligands like CRIPT.,PDZ and the derived natural ligand peptide from CRIPT are fused with components that are essential for transcription. Functioning PDZ will bind to target peptide ligand and start the transcription of GFP which is then sorted.,,,urn:mavedb:00000090-a-1@nan,,,
455,urn:mavedb:00000090-b-1,Dlg4,P31016,Dlg4-T-2F,310,Dlg4 also known as PSD95 is a scaffolding protein which contains PDZ domain that binds to its natural ligands like CRIPT.,PDZ and the derived non-native ligand peptide from T-2F are fused with components that are essential for transcription. Functioning PDZ will bind to target peptide ligand and start the transcription of GFP which is then sorted.,,,urn:mavedb:00000090-b-1@nan,,,
425,urn:mavedb:00000051-b-1,ERBB2,P04626,ERBB2,650,It is a membrane protein functions as a homodimer receptor.,"ERBB2 transmembrane segment is fused with beta-lactamase and transcriptional activator. Correct membrane integration, self-association and direction is essential for the survival of bacteria.",,,urn:mavedb:00000051-b-1@nan,,,
444,urn:mavedb:00000076-a-1,FIS1,P40515,FIS1-3AT-20,128,FIS1 involves in mitochondrial fission which requires its tail achoring to the out membrane of mitochondria.,FIS1 is fused with transcription factor that can transcript downstream genes to sustain cell survival. Functioning FIS1 will localize to mitochondria and suppress cell growth. The experiment is under selection of 20mM 3-AT which requires the cell to have higher transcription rate.,,,urn:mavedb:00000076-a-1@nan,,,
445,urn:mavedb:00000076-b-1,FIS1,P40515,FIS1-3AT-10,128,FIS1 involves in mitochondrial fission which requires its tail achoring to the out membrane of mitochondria.,FIS1 is fused with transcription factor that can transcript downstream genes to sustain cell survival. Functioning FIS1 will localize to mitochondria and suppress cell growth. The experiment is under selection of 10mM 3-AT which requires the cell to have higher transcription rate.,,,urn:mavedb:00000076-b-1@nan,,,
